AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,SuggestedTreatment
Duck,Greenish-yellow nasal discharge,Lack of pigmentation,Sneezing,Lethargy,Pain on face,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Diarrhea,Poor Appetite,Weight loss,Vomitting,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Duck,Jaundice,Pneumonia ,Lession on the skin,pain ,Vomitting,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Poor coat apperence ,Diarrhea,Vomiting,Weight loss,Dehydration,Yes,"Anti-nausea medications, dietary management, and hydration support"
Duck,Watering,No appp,Vomiting,Lethargy,Dehydration,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Straining,Diarrhea,Vomiting,Weight loss,Blindness,Yes,"Anti-nausea medications, dietary management, and hydration support"
Duck,Upset stomach,Diarrhea,Vomiting,Muscle pain,Muscle stiffness,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Upset stomach,Diarrhea,Coughing,Weight loss,Anaemia,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Allergic Reaction,Poor appetite,Coughing,Weight loss,Distended chest,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Anoxeria,Weight loss,Lethargy,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Limping,Willnot run to jump,Swelling ,Week legs,Pain on leg,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Eye ulcer,Congestion,Depression,Pink eye,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Pnemonia,Loss of  appetite,Eye disharge,Lameness,Arthritis,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Seizures,Hydrophobia,Jaw is dropped,Shyness or aggression,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Bloody Urine,Diffculty breathing,Vomiting,Weight loss,Anorexia,Yes,"Anti-nausea medications, dietary management, and hydration support"
Duck,Loss of eat,Difficulty in breathing,Swelling ,Lameness,Neurologic abnormalities,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Dark or black face,Diarrhea,Vomiting,Blood in faces,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Jaundice,Difficulty in breathing,Seizuers,Lethargy,Pale gums,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Appetite varies,Diarrhea,Vomiting,Weight loss,Pain,Yes,"Anti-nausea medications, dietary management, and hydration support"
Duck,Loss of eat,Fell unwell,Lethargy,Weight loss,Skin issue,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Sickness,Loss of  appetite,Vomiting,Weight loss,Raised growth or bump,Yes,"Anti-nausea medications, dietary management, and hydration support"
Duck,Nasal Bleeding,Diffulty chewing,Swelling ,Weight loss,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Ulcers,Lesions ,Scabs,Lumps,"Bumps(black,grey or red)",Yes,Consult a veterinarian for diagnosis and treatment
Duck,Gasc,Loss of  appetite,Blood in stool,Stomach growling,Black stool,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Shaking head,Scartching ear,Black on ear,Bad smell,Red and inflammation ear,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Attacks,Loss of  appetite,Coughing,Weight loss,Periodic vommiting,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Blood stool,Diarrhea,Coughing,Weight loss,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Nasal discharge,Nosebleeds,inflamed nostrils,Sneezing,Lound breathing,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Polyuria,Loss of  appetite,Vomiting,Weight loss,Polydipsa,Yes,"Anti-nausea medications, dietary management, and hydration support"
Elephant,Exessive Urination,Change in gait,Vomiting,Weight loss,Inability to jump,Yes,"Anti-nausea medications, dietary management, and hydration support"
Elephant,Convulsion,Loss of consciousness,chewing,Twitching,Salivating,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Wheezing,Rapid Breathing,Coughing,Swallowing,Effort to breath,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Jaundice,Weekness,Lethargy,Weight loss,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Lession on cat skin,Dandruff in cat coat,Red patches,Hair loss,Skin issue,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Lethargy,Diarrhea,Vomiting,Discharge from eye,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Skin irritation,Scartching,Lethargy,Hair loss,Excessive grooming,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Floopy muscle,Speech delay,Intellectual disability,Walking problem,Eye movements,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Sensitivity to bright light,Disharge from affected eye,Inflammation,Clouded cornea,Rubbing eye,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Diarrhea,Vomiting,Cramps,Dehydration,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Elephant,Tenderness,Erythema,Swelling ,Scartch,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Diarrhea,Vomiting,Salivation,Decrease appetite,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Elephant,Scaly patches of skin,Sore,Scabs,Scartch,Hair loss,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fatty stool,Diarrhea,Vomiting,Weight loss,Pain,Yes,"Anti-nausea medications, dietary management, and hydration support"
Elephant,Nausea,Loss of appetite,Vomiting,Firm,Distended stomach,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Swelling  in the bite area,Lethargy,Limp,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Loss of appetite,Eyeproblem,Liver disease,Nuerological,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Mild sneezing,Coughing,Nasal,Ocular discharge,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Most often none,Sneezing,Nasal Discharge,Dyspnea,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Diarrhea,Vomiting,Blood from mouth,Shock,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Elephant,Discomfort,Diarrhea,Dry or dull hair,Grinding teeth,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Loss of appetite,Swelling,Nasal Discharge,Blindness,Lethargy,Yes,Blood tests recommended; supportive care with nutrition and hydration; possible vitamin supplements
Elephant,Rhinitis,Pneumonia ,abscessess,Torticollis,Septicemia,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Diarrhea,Enteritis,Weight loss,Stomach  cramps,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Elephant,Immediate death,Difficulty in breathing,Blue colored lip,Bloody discharge,Neurologic abnormalities,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Pox lession on skin,Skin reashes,Nasal discharge,Mortality varies,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Red on affected area,Horny growth,Wart-like growth,Red skin,Lesions on ear,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Chills,Skin ulcer,Exhaustion,Swollen and painfull,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Watering Diarrhea,Depression,Emaciation,Ruffled Coat,Lethargy,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,loss in weight,emaciation,loss of appetite,Weakness,diarrhoea,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,loss of appetite,diarrhea,swollen purple wattle,Swollen comb,Lameness,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,loss of appetite,diarrhea,ruffled feathers,Weight loss,Inability to absorb nutrients,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,egg production decreases,stunted growth,Blindness,Distinctive bumps,Facial swelling,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,loss of appetite,thirst,ruffled feathers,Closed eyes,Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,weakened legs,los of the ability to walk,Mammary glads,Fluif filled blisters,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,weakened legs,los of the ability to walk,Weight loss,Lameness,Yes,Consult a veterinarian for diagnosis and treatment
Elephant, abortion at the end of gestation,Fatigue,weak calves,Join pains,Swelling of internal organs,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,swollen,red-colored ,hot udder,Milk getting out more watery,Milk getting out more thick,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Distress,Trembling,Staggering,Convulsion,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Animal become lame,Prostrat,Painfull Swalling,Lameness,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Difficulty in breathing,Dribbling of saliva,Inability of Swalllon Feeding,Moist and painfull,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fluif Faeces on blood and muscle,Sudden Death,Blooody Fluid,Red Diarrhea,Faeces are streake with blood,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Pneumonia ,Stand with head droping,Weight loss,Abnormal behaviour,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Slightly Swollen,Lession on the skin,Milky Hard,Papules appear on teats anad udder,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Dull,Hind quarted soil,Animal stop feed,Decrease in milk production,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Severe,Diarrhea,Blood on faces,Appetite,Milk reduce,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Depression,Relunctance to move,Salivation,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Normal appetite,Diarrhea,Swelling may occur under jaw,Weight loss,Drop in milk production,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Swelling on leg,Heat,Hardness,Redness,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Inability to stand ,Diarrhea,Bottle Jaw,Pot belly,Dry Hair coat,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Excitability,Nervousness,loss of appetite,Hyper sensitivity,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Fever,Depression,Attack,Bite other animals,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Hamster,Fever,Difficulty in breathing,Coughing,Painfull,Eye become dull,Yes,Consult a veterinarian for diagnosis and treatment
Hamster,Fever,Ulcer on gum,Red eye,Yellowish Discharge,Bloody Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Hamster,Fever,Diarrhea,Coughing,Consistency of milk,Pain,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Hamster,Animal gets uneasy,Difficulty in breathing,Difficult in respiration,Excessive production,Stamping And pedding of hind eye,Yes,Consult a veterinarian for diagnosis and treatment
Hamster,Fever,Chills,Severe colic,Weakness,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Hamster,Fever,Body stiffness,Lethargy,Severe inflammation,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Hamster,Sickness,Diarrhea,Weight loss,Nausea,Dehydration,Yes,Consult a veterinarian for diagnosis and treatment
Hamster,Sudden death,Trouble walking,Paralysis,Depression,Convulsion,Yes,Consult a veterinarian for diagnosis and treatment
Hamster,Fever,Abortion,Kidney failure,Inflammation of eye,Eye redness,Yes,Consult a veterinarian for diagnosis and treatment
Hamster,Small red bumps,Pneumonia ,Septic Arthritis,Skin infection,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Hamster,Fever,Ataxia,Aggressiveness,Depression,Obscure Lameness,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Ring shaped Lesion,Round patches,Dry skin,Size of lesions vary,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Diarrhea,loss of appetite,Colic,Weakness,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Fowl,Fever,Depression,loss of appetite,Stumbling,Ataxia,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Bubbles in the mouth,Wheezing,loss of appetite,Lethargy,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Changes in outer layer skin,Swelling of eye,loss of appetite,Lethargy,Respiratory infection,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Red Tinge,Slim over the shell,Bad smell,Easily damage shell,Flaking of the Scutes,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Passing of undigested food,Diarrhea,Vomiting,Gas or bloating,Dehydration,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Smell,Diarrhea,loss of appetite,Excess sleeping,Folded Ears,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Loss of activity,Rough coat,loss of appetite,Weight loss,Eventually death,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Diarrhea,Vomiting,Dehydration,Pain,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Fowl,Bald patches,Hair loss,Crusty,Flaky,Red lesion from bald patches,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Poor condition,Enlarged lymph nodes,Diarrhea,Weight loss,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Chills,Coughing,Progressive weakness,Joint Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Heavy infection,Diarrhea,Vitamin and minerals defiency,Weight loss,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Diarrhea,Muscle weakness,Muscle pain,Abdonormal discomfort,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Fowl,Fever,Chills,Headache,Nausea,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Thicked skin,Hair tining,Hair loss,Scabbing,Itchiness,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Facial edema,Loss of earing,Vomiting,Head ache,Throat and Ear pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,General malaise,Hepatic failure,Vomiting,Weight loss,Abdonormal pain,Yes,"Anti-nausea medications, dietary management, and hydration support"
Fowl,Upset stomach,Loss of appetite,Nause,Weight loss,Abdonormal pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Muscle Loss,Skeleten pain,Weight loss,Wasting,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Oedema,Swelling of face or leg,Swelling of neck,Weight loss,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Poor growth,Short stature,Enlargement of bones,Lameness,Weigth bearing long bones,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Chills,Sweat,Head ache,Fatique,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Loss of appetite,Weakness,Weight loss,Vomitting,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Dullness,Lacrimation,Coughing,Diarrhea,Seizures,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Vomiting,Bloody diarrhea,Lethargy,Dehydration,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Poor coat condition,Infection of the skin,Weight loss,Fatique,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Partial Paralysis,Staggering as drunk,Self Mutilation,Acting aggressive,Acting unnaturally tame,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Tiredness,Headache,Skin rashes,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Thick Crusting,Itchiness,Hair loss,Watery eye,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Constant pacing,Facial muscle twitching,abnormalalities,Blindness,Muscle pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Loss od appetite,Wheezing,Seizuers,Skin rashes,Fatique,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Indigestion,Abdminal pain,Constipation,Diarrhea,Nausea,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Blood in urine,Diarrhea,Vomiting,Lethargy,Bleeding in eye and skin,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Malaise,Weakness,Weight loss,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Diarrhea,Vomiting,Stomach cramps,Nausea,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Fowl,Fever,Lack of coordination,Depression,Salivation,Facial paralysis,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Sores on lip,Infection,Sores on lower leg and teats,Lesion,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Abortion on late pregancy,Stillbirth,Retained Placenda,Endomeritis,Decrease appetite,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,paresis,paralysis,Weakness,Stomach cramps,Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Diarrhea,Swelling,Weight loss,Pain,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Fowl,Fever,Hemolytic anemia,Hemoglobinuria,pulmonary congestion,Jaundice,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Abortion ,Mummification,Stillbirth,Weak kids,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Runny nose,Difficulty in breathing,Coughing,Weakness,Loss of appettite,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Nasal discharge,Respiratory distress,Pox lesion,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Dark colored bloody,Incoordination,Difficulty in breathing,Terminal convulsion,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Dysentery,Swelling,Immediate death,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Respiratory distress,Mucous discharge,Reduce feed,Weight gain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Decreased milk,Holding limbs off the ground,Weight loss,Lameness,Wool production,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Swelling of udder,change in milk,Swollen,Tender to touch,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Respiratory distress,Occular discharge,Mouth lesion,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Fever,Wound lesion,Excess salivary,Difficult in walking,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Emaciation,Edema in lower jaw,Coughing,Shivering,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Reduce growth,Kid moratality,Weakness,Dullness,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Reduce growth,Edema in lower jaw,Weight loss,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Emaciation,Diarrhea,Kid moratality,Weakness,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,SkinAllergy,Reduce growth,Wound,Head ache,Dizziness,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Watering of eyes,Redness of white of the eye,Swelling of eyelid,Cornea become cloudy,Tear production,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Berberi,Wasting,Nervous,Weight loss,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Gastritis,morbidity,Bloody,Mortality,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Severe headache,Vomiting,Coughing,Fatique,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Tiredness,Swollen kidney,Hematuria,Muscle aches,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Diarrhea,Decreased appetite,Vomiting,Bloody,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Buffaloes,Gas,Diarrhea,Abdominal discomfort,Vomiting,Nausea,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Drooping ears,Lack of coordination,Drooling,Wasting,Listlessness,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Edema,diarrhea,Nasal Discharge,Decresed egg production,Sneezing,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Drooping wings,Depression,Nasal Discharge,Coughing,Greenish diarrhea,No,Consult a veterinarian for diagnosis and treatment
Buffaloes,Weakness,Yellow or green dropping,Purplish combs,Wattles,Drop on egg production,No,Consult a veterinarian for diagnosis and treatment
Buffaloes,Neck paralysis,Diarrhea,ruffled feathers,Labored breathing,Weakness,No,Consult a veterinarian for diagnosis and treatment
Buffaloes,Facial Swelling,Lacrimation,Diarrhea,Anorexia,Nasal Discharge,No,Consult a veterinarian for diagnosis and treatment
Buffaloes,loss of appetite,Depression,Paralyzed leg,Weight loss,Anemia,No,Consult a veterinarian for diagnosis and treatment
Buffaloes,Dejection,Loss of appetite,Slow growth,Diarrhea,Lesion,No,Consult a veterinarian for diagnosis and treatment
Buffaloes,Severe swellimg,Heavy Breathing,Diarrhea,Weight loss,Pain,No,Consult a veterinarian for diagnosis and treatment
Buffaloes,Weakness,Diarrhea,High moratality,Dehydration,Anorexia,No,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Hepatitis,Skin rashes,Weight loss,Pain,No,Consult a veterinarian for diagnosis and treatment
Buffaloes,Sneezing,Epistaxis,Coughing,Difficulty in breathing,Nasal Discharge,No,Consult a veterinarian for diagnosis and treatment
Buffaloes,Sneezing,Unilateral Nasal discharge,Gagging,Retching,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Depression,Coughing,Weight loss,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Shallow breathing,Halitosis,Coughing,Lethargy,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Infection,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Rhinorrhea,Coughing,Sneezing,Dehydration,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Rhinorrhea,Coughing,Facial edema,Dyspnea,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Rhinorrhea,Coughing,Sneezing,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Mortality,Painfull,Coughing,Weight loss,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Skin rashes,Diarrhea,Death,Facial edema,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Dyspnea,Coughing,Lethargy,Weightloss,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Dyspnea,Coughing,weakness,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Facial edema,Dyspnea,Conjuctivtis,Weakness,Pharyngitis,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Pneumonia ,Congestion,Lethargy,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Death,Coughing,Weight loss,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Sneezing,Convulsion,Seizuers,Weight loss,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Death,Coughing,Dyspnea,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Dyspnea,Difficulty in breathing,Coughing,Lethargy,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Air sacculitis,Halitosis,Coughing,Enteritis,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Convulsion,Sudden death,Urine retention,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Dyspnea,Neurologic sign,Coughing,Depression,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Dyspnea,Coughing,Lethargy,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Labored breathing,Dyspnea,Coughing,Depression,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Blood from mouth,Diarrhea,Coughing,Lethargy,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Hemopytsis,Diarrhea,Asymptomatic,Death,Epistaxis,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Restlessness,Weakness,Blue straws,Death,Pain,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Stripped remiges,Less Feather growth,Ruffled feathers,Defienciency in vitamin,Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Apathy,Depression,Dilation of duodenum,Cloacal pasting,Congestion,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Lepatomegaly,Splenomegaly,Vomiting,Swollen,Shaking oh head,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Balance problem,Abdominal destention,Neck Paralysis,Weight loss,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Legness,Paresis,Coughing,Weight loss,Shortness of breath,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Sour Throat,Mortality,Muscle aches,Abnormalities,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Difficulty in feeding,Preening,Weakness,Beak overgrowth,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Loss of appetite,Ear infection,Depression,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Forthy eye,Torticollis,Weakness,Swelling,Emaciation,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Inappentence,Diarrhea,Tremors of the head,Dehydration,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Lack of walking,Lack of flying,Roughened,Dehydration,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Skin rashes,Small and yellow bumps,Swelling,Dry Scabs,Lameness,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Scabs On feet,Redness ,Trachea,Thickening of skin,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Enlarged Thymus,Obstructed Lungs,Lethargy,Skin rashes,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fluffed Feather,Loss of appetite,Coughing,Vomiting,Snoring,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Difficultty in Breathing,Yellow Eye,Sneezing,Diphtherictic,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Heavy Breathing,Yellow in beak,Tail_Bobbing,Weakness,Sleeping Excessively,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Puffed_up Feather,Less Eat,Headache,Half-closed eye,Seizures,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Diarrhea,Swollen Abdomen,Vomiting,Difficulty in Breathing,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Buffaloes,Tail Wagging,Straining,Lethargy,Weakness,Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Overweight,Loss of Appetite,Ruffled feathers,Depression,Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Dejection,Loss of Appetite,Stress,Coughing,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Skin infection,Secondary Infection,Coughing,Depression,Shaking oh head,Yes,Consult a veterinarian for diagnosis and treatment
